orderitem_id,order_id,product_id,quantity,unit_price,discount,tax,shipping_cost,total_amount
23160,ORD0023160,P00019,5,510.8,0,306.48,14.41,2874.89
23161,ORD0023161,P00043,3,422.18,0,101.32,10.35,1378.21
23162,ORD0023162,P00009,1,526.1,0.1,85.23,2.88,561.6
23163,ORD0023163,P00015,5,404.95,0.05,153.88,10.26,2087.65
23164,ORD0023164,P00047,2,356.7,0,57.07,11.68,782.15
23165,ORD0023165,P00029,2,440.46,0.05,150.64,10.16,997.67
23166,ORD0023166,P00014,1,115.8,0.2,0,12.71,105.35
23167,ORD0023167,P00012,1,230.73,0,11.54,3.23,245.5
23168,ORD0023168,P00019,3,497.34,0.1,67.14,1.49,1411.45
23169,ORD0023169,P00001,4,126.09,0.1,22.7,5.76,482.38
23170,ORD0023170,P00012,5,453.57,0.1,163.29,9.57,2213.93
23171,ORD0023171,P00025,4,591.42,0,283.88,14.19,2663.75
23172,ORD0023172,P00007,2,254.66,0,61.12,5.66,576.1
23173,ORD0023173,P00050,1,113.81,0.05,12.97,0.57,121.66
23174,ORD0023174,P00029,1,199.42,0.2,0,8.39,167.93
23175,ORD0023175,P00040,1,40.84,0,3.27,2.36,46.47
23176,ORD0023176,P00021,5,121.08,0.2,24.22,12.63,521.17
23177,ORD0023177,P00012,3,22.6,0,3.39,1.84,73.03
23178,ORD0023178,P00014,2,199.43,0.05,18.95,8.87,406.74
23179,ORD0023179,P00043,1,7.23,0.1,0.78,5.74,13.03
23180,ORD0023180,P00044,2,188.53,0,45.25,1.14,423.45
23181,ORD0023181,P00019,1,499.82,0,39.99,9.12,548.93
23182,ORD0023182,P00043,2,264.57,0,0,9.94,539.08
23183,ORD0023183,P00014,4,472.05,0.15,80.25,2.9,1688.12
23184,ORD0023184,P00023,5,354.9,0.05,84.29,3.36,1773.42
23185,ORD0023185,P00048,2,309.79,0,111.52,8.84,739.94
23186,ORD0023186,P00011,5,193.44,0.05,45.94,12.23,977.01
23187,ORD0023187,P00034,4,585.96,0,187.51,0.05,2531.4
23188,ORD0023188,P00025,2,145.33,0.1,47.09,8.4,317.08
23189,ORD0023189,P00049,5,104.58,0.15,35.56,6.12,486.14
23190,ORD0023190,P00018,1,191.5,0.2,27.58,0.46,181.24
23191,ORD0023191,P00010,1,368.04,0.1,39.75,7.83,378.82
23192,ORD0023192,P00040,2,139.58,0.2,11.17,13.53,248.03
23193,ORD0023193,P00029,5,306.84,0.2,61.37,1.01,1289.74
23194,ORD0023194,P00013,3,85.68,0,12.85,6.82,276.71
23195,ORD0023195,P00026,3,509.72,0.05,72.64,9.52,1534.86
23196,ORD0023196,P00032,4,496.78,0.15,0,2.96,1692.01
23197,ORD0023197,P00040,1,499.87,0,24.99,4.66,529.52
23198,ORD0023198,P00017,4,250.31,0,120.15,5.99,1127.38
23199,ORD0023199,P00036,3,339.09,0.1,45.78,1.16,962.48
23200,ORD0023200,P00040,3,386.13,0,208.51,9.25,1376.15
23201,ORD0023201,P00015,5,403.58,0,161.43,4.88,2184.21
23202,ORD0023202,P00038,2,121.46,0.05,27.69,13.63,272.09
23203,ORD0023203,P00008,1,13.56,0.25,0.51,2.9,13.58
23204,ORD0023204,P00027,4,378.02,0,120.97,10.29,1643.34
23205,ORD0023205,P00040,1,508.2,0.1,36.59,6.79,500.76
23206,ORD0023206,P00038,3,261.31,0,94.07,3.79,881.79
23207,ORD0023207,P00007,1,375.19,0.05,28.51,4.17,389.11
23208,ORD0023208,P00028,3,293.73,0,105.74,6.13,993.06
23209,ORD0023209,P00015,1,504.65,0.1,54.5,3.4,512.08
23210,ORD0023210,P00031,5,307.24,0,122.9,13.94,1673.04
23211,ORD0023211,P00039,3,159.73,0.2,46,10.22,439.57
23212,ORD0023212,P00035,2,264.23,0,42.28,10.71,581.45
23213,ORD0023213,P00017,5,426.93,0,170.77,3.87,2309.29
23214,ORD0023214,P00029,1,21.5,0,1.08,0.71,23.29
23215,ORD0023215,P00044,1,423.13,0.15,17.98,7.62,385.26
23216,ORD0023216,P00024,5,97.7,0.1,79.14,0.03,518.82
23217,ORD0023217,P00037,2,267.4,0.05,25.4,1.39,534.85
23218,ORD0023218,P00003,4,451.13,0.05,205.72,2.38,1922.39
23219,ORD0023219,P00035,4,373.03,0,119.37,1.6,1613.09
23220,ORD0023220,P00034,2,153.95,0.05,23.4,0.11,316.01
23221,ORD0023221,P00047,4,340,0.05,64.6,8.22,1364.82
23222,ORD0023222,P00036,1,256.18,0.3,0,1.5,180.83
23223,ORD0023223,P00012,4,476.07,0.15,129.49,8.54,1756.67
23224,ORD0023224,P00032,5,180.61,0.2,57.8,1.52,781.76
23225,ORD0023225,P00048,5,62.08,0.2,19.87,10.49,278.68
23226,ORD0023226,P00009,4,209.52,0,100.57,10.69,949.34
23227,ORD0023227,P00002,4,566.57,0.15,231.16,6.79,2164.29
23228,ORD0023228,P00048,3,513.33,0.2,61.6,2.17,1295.76
23229,ORD0023229,P00024,4,528.37,0,169.08,14.72,2297.28
23230,ORD0023230,P00050,2,221.15,0.25,0,10.75,342.48
23231,ORD0023231,P00029,1,563.95,0.05,26.79,9.08,571.62
23232,ORD0023232,P00040,2,22.94,0,0,7.93,53.81
23233,ORD0023233,P00033,4,373.61,0.25,56.04,6.28,1183.15
23234,ORD0023234,P00008,4,495.87,0.2,285.62,12.04,1884.44
23235,ORD0023235,P00028,4,490.75,0.1,141.34,14.82,1922.86
23236,ORD0023236,P00041,4,419.99,0.05,79.8,3.2,1678.96
23237,ORD0023237,P00017,1,317.81,0,15.89,13.04,346.74
23238,ORD0023238,P00042,2,240.38,0,57.69,14.58,553.03
23239,ORD0023239,P00042,1,251.4,0,30.17,3.44,285.01
23240,ORD0023240,P00050,3,70.99,0.05,16.19,14.55,233.06
23241,ORD0023241,P00020,4,237.68,0.05,0,3.73,906.91
23242,ORD0023242,P00023,2,119.41,0.15,10.15,6.52,219.67
23243,ORD0023243,P00031,5,39.31,0,15.72,13.92,226.19
23244,ORD0023244,P00032,1,576.57,0,69.19,11.83,657.59
23245,ORD0023245,P00003,1,587.94,0.05,44.68,13.28,616.5
23246,ORD0023246,P00034,4,345.28,0,69.06,12.69,1462.87
23247,ORD0023247,P00041,5,246.86,0.05,211.07,13.83,1397.48
23248,ORD0023248,P00048,1,585.93,0.15,24.9,9.22,532.16
23249,ORD0023249,P00016,5,540.43,0.1,194.55,7.85,2634.34
23250,ORD0023250,P00048,1,427.68,0,51.32,12.89,491.89
23251,ORD0023251,P00033,5,98.42,0.1,79.72,13.98,536.59
23252,ORD0023252,P00046,3,499.28,0.1,67.4,3.63,1419.09
23253,ORD0023253,P00050,3,304.71,0.2,58.5,4.87,794.67
23254,ORD0023254,P00003,5,10.58,0.1,8.57,10.75,66.93
23255,ORD0023255,P00047,1,284.63,0.2,18.22,14.93,260.85
23256,ORD0023256,P00020,1,334.6,0,60.23,7.17,402
23257,ORD0023257,P00050,3,344.62,0.15,70.3,11.65,960.73
23258,ORD0023258,P00033,4,592.86,0,189.72,7.66,2568.82
23259,ORD0023259,P00002,5,157.24,0.1,35.38,13.54,756.5
23260,ORD0023260,P00044,5,284.17,0,113.67,13.68,1548.2
23261,ORD0023261,P00034,5,393.5,0,354.15,9.84,2331.49
23262,ORD0023262,P00045,2,348.64,0,83.67,12.72,793.67
23263,ORD0023263,P00023,3,182.38,0.15,23.25,7.26,495.58
23264,ORD0023264,P00017,1,445.82,0.15,45.47,10.03,434.45
23265,ORD0023265,P00045,5,440.68,0.1,99.15,8.57,2090.78
23266,ORD0023266,P00025,4,163.89,0.15,44.58,2.14,603.95
23267,ORD0023267,P00008,1,93.13,0,4.66,4.53,102.32
23268,ORD0023268,P00021,4,290.53,0.05,55.2,0.75,1159.96
23269,ORD0023269,P00049,4,219.49,0,158.03,12.32,1048.31
23270,ORD0023270,P00002,5,476.27,0.1,107.16,13.09,2263.46
23271,ORD0023271,P00013,1,443.03,0.25,59.81,4.38,396.46
23272,ORD0023272,P00012,2,324.41,0,77.86,14.8,741.48
23273,ORD0023273,P00034,5,231.3,0.05,197.76,6.17,1302.6
23274,ORD0023274,P00017,3,295.69,0,159.67,7.3,1054.04
23275,ORD0023275,P00004,2,263.18,0,26.32,3.44,556.12
23276,ORD0023276,P00050,1,216.13,0.1,9.73,9.48,213.73
23277,ORD0023277,P00002,4,188.82,0.15,77.04,11.2,730.23
23278,ORD0023278,P00050,2,74.27,0.05,16.93,11.38,169.42
23279,ORD0023279,P00017,3,539.93,0,291.56,9.73,1921.08
23280,ORD0023280,P00016,4,15.12,0,7.26,11.71,79.45
23281,ORD0023281,P00031,3,591.73,0.1,0,5.26,1602.93
23282,ORD0023282,P00008,3,96.61,0,23.19,2.21,315.23
23283,ORD0023283,P00026,4,419.7,0.15,114.16,8.11,1549.25
23284,ORD0023284,P00032,5,320.45,0.1,72.1,7.87,1522
23285,ORD0023285,P00005,1,565.69,0.2,22.63,8,483.18
23286,ORD0023286,P00005,3,356.62,0.05,81.31,1.43,1099.11
23287,ORD0023287,P00015,1,107.45,0.3,13.54,10.99,99.74
23288,ORD0023288,P00042,2,361.6,0,36.16,13.3,772.66
23289,ORD0023289,P00024,4,135.02,0.05,61.57,11.6,586.25
23290,ORD0023290,P00009,2,293.94,0,29.39,7.07,624.34
23291,ORD0023291,P00017,3,470.01,0.05,107.16,10.73,1457.42
23292,ORD0023292,P00037,1,43.2,0.2,2.76,3.81,41.13
23293,ORD0023293,P00044,5,289.54,0,115.82,8.26,1571.78
23294,ORD0023294,P00008,4,10.09,0,7.26,5.31,52.93
23295,ORD0023295,P00001,4,560.65,0.05,255.66,9.57,2395.7
23296,ORD0023296,P00025,3,295.04,0.05,100.9,14.46,956.22
23297,ORD0023297,P00009,4,543.41,0,173.89,9.62,2357.15
23298,ORD0023298,P00018,5,23.8,0.2,11.42,1.44,108.06
23299,ORD0023299,P00019,1,249.12,0.1,11.21,11.47,246.89
23300,ORD0023300,P00033,5,393.24,0,235.94,6.28,2208.42
23301,ORD0023301,P00024,2,149.83,0.05,22.77,11.87,319.32
23302,ORD0023302,P00015,1,150.32,0,7.52,3.15,160.99
23303,ORD0023303,P00043,2,567.22,0,0,9.92,1144.36
23304,ORD0023304,P00028,2,369,0,88.56,7.63,834.19
23305,ORD0023305,P00048,1,251.67,0.2,16.11,1.79,219.24
23306,ORD0023306,P00039,4,392.32,0,78.46,13.06,1660.8
23307,ORD0023307,P00020,1,188.41,0.05,8.95,6.85,194.79
23308,ORD0023308,P00014,1,587.25,0.2,23.49,12.19,505.48
23309,ORD0023309,P00043,3,229.98,0,124.19,9.72,823.85
23310,ORD0023310,P00042,1,107.55,0.1,11.62,0.09,108.51
23311,ORD0023311,P00038,3,316.7,0,171.02,7.93,1129.05
23312,ORD0023312,P00025,1,527.64,0.1,23.74,9.13,507.75
23313,ORD0023313,P00043,4,208.08,0.15,84.9,11.37,803.74
23314,ORD0023314,P00022,5,436.63,0,174.65,7.82,2365.62
23315,ORD0023315,P00022,5,82.65,0,74.38,11.13,498.76
23316,ORD0023316,P00018,1,272.1,0.05,20.68,1.25,280.42
23317,ORD0023317,P00045,4,79.28,0,0,14.1,331.22
23318,ORD0023318,P00012,1,176.69,0.05,8.39,11.98,188.23
23319,ORD0023319,P00008,1,370.38,0.1,26.67,5.11,365.12
23320,ORD0023320,P00019,5,125.45,0.1,67.74,9.62,641.88
23321,ORD0023321,P00009,1,284.13,0,34.1,7.26,325.49
23322,ORD0023322,P00013,3,428.35,0.05,97.66,12.84,1331.3
23323,ORD0023323,P00018,1,78.48,0,0,8.93,87.41
23324,ORD0023324,P00044,4,42.93,0.25,6.44,4.52,139.75
23325,ORD0023325,P00026,1,249.33,0.05,18.95,11.65,267.46
23326,ORD0023326,P00015,4,193.64,0,38.73,9.95,823.24
23327,ORD0023327,P00017,4,515.79,0.1,148.55,1.72,2007.11
23328,ORD0023328,P00014,3,535.5,0,128.52,6.65,1741.67
23329,ORD0023329,P00017,3,42.43,0,6.36,6.21,139.86
23330,ORD0023330,P00034,1,170.75,0.1,7.68,12.38,173.74
23331,ORD0023331,P00015,2,178.99,0,64.44,1.85,424.27
23332,ORD0023332,P00024,2,378.62,0,37.86,0.01,795.11
23333,ORD0023333,P00049,4,82.16,0.1,23.66,3.68,323.12
23334,ORD0023334,P00001,1,342.47,0.15,14.55,1.52,307.17
23335,ORD0023335,P00012,5,138.78,0,55.51,1.76,751.17
23336,ORD0023336,P00009,4,161.27,0.1,29.03,4.8,614.4
23337,ORD0023337,P00018,5,495.55,0,0,3.16,2480.91
23338,ORD0023338,P00046,2,213.84,0.2,41.06,8.88,392.08
23339,ORD0023339,P00043,3,376.96,0.25,101.78,6.57,956.51
23340,ORD0023340,P00021,5,593.47,0,356.08,7.91,3331.34
23341,ORD0023341,P00019,4,554.31,0.1,99.78,4.65,2099.95
23342,ORD0023342,P00024,1,274.28,0,21.94,5.95,302.17
23343,ORD0023343,P00039,2,163.12,0,39.15,11.61,377
23344,ORD0023344,P00015,2,140.23,0,22.44,6.16,309.06
23345,ORD0023345,P00035,5,384.59,0.25,259.6,10.7,1712.51
23346,ORD0023346,P00005,5,253.82,0.1,91.38,3.31,1236.88
23347,ORD0023347,P00007,2,292.89,0,70.29,12.82,668.89
23348,ORD0023348,P00013,5,472.57,0.1,106.33,12.68,2245.57
23349,ORD0023349,P00024,4,481.12,0.05,219.39,14.62,2062.27
23350,ORD0023350,P00003,2,395.75,0,63.32,7.23,862.05
23351,ORD0023351,P00002,5,260.34,0,0,5.03,1306.73
23352,ORD0023352,P00034,5,338.41,0,0,4.08,1696.13
23353,ORD0023353,P00025,3,318.67,0.25,35.85,11.42,764.28
23354,ORD0023354,P00026,5,465.58,0,116.4,5.41,2449.71
23355,ORD0023355,P00034,5,88.12,0,0,1.51,442.11
23356,ORD0023356,P00040,2,224.93,0.1,32.39,0.3,437.56
23357,ORD0023357,P00018,2,466.92,0.05,0,4.74,891.89
23358,ORD0023358,P00034,4,335.92,0.1,96.74,2.29,1308.34
23359,ORD0023359,P00029,1,89.56,0.05,6.81,10.59,102.48
23360,ORD0023360,P00009,5,42.97,0,10.74,3.15,228.74
23361,ORD0023361,P00040,3,408.36,0,0,4.32,1229.4
23362,ORD0023362,P00020,1,94.14,0.15,6.4,3.65,90.07
23363,ORD0023363,P00017,3,466.58,0.05,106.38,8.16,1444.29
23364,ORD0023364,P00019,3,340.86,0.15,43.46,10.2,922.85
23365,ORD0023365,P00002,2,62.46,0,22.49,12.81,160.22
23366,ORD0023366,P00028,1,465.47,0.1,20.95,0.41,440.28
23367,ORD0023367,P00031,3,124.23,0,44.72,6.76,424.17
23368,ORD0023368,P00028,4,168.19,0,33.64,14.39,720.79
23369,ORD0023369,P00004,4,561.96,0.15,95.53,11.76,2017.95
23370,ORD0023370,P00017,3,77.97,0.1,25.26,9.77,245.55
23371,ORD0023371,P00018,1,257.93,0,12.9,1.65,272.48
23372,ORD0023372,P00026,1,246.52,0.15,10.48,13.09,233.11
23373,ORD0023373,P00036,5,289.52,0,72.38,8.49,1528.47
23374,ORD0023374,P00039,4,131.17,0,26.23,5.07,555.98
23375,ORD0023375,P00018,2,150.16,0,24.03,7.73,332.08
23376,ORD0023376,P00010,5,547.51,0,136.88,5.55,2879.98
23377,ORD0023377,P00030,1,217.18,0,26.06,12.71,255.95
23378,ORD0023378,P00019,5,277.73,0,69.43,1.45,1459.53
23379,ORD0023379,P00003,3,13.65,0.1,0,6.81,43.67
23380,ORD0023380,P00008,3,112.64,0,40.55,1.16,379.63
23381,ORD0023381,P00027,4,508.74,0.05,96.66,3.14,2033.01
23382,ORD0023382,P00039,1,541.22,0.3,18.94,12.76,410.55
23383,ORD0023383,P00028,3,554.77,0.1,179.75,5.8,1683.43
23384,ORD0023384,P00003,3,388.99,0,58.35,12.8,1238.12
23385,ORD0023385,P00030,4,439,0,210.72,1.46,1968.18
23386,ORD0023386,P00018,1,102.81,0.05,17.58,11.24,126.49
23387,ORD0023387,P00026,2,456.32,0.2,36.51,3.8,770.42
23388,ORD0023388,P00012,5,563.86,0.2,180.44,10.79,2446.67
23389,ORD0023389,P00018,4,114.53,0.15,31.15,0.41,420.96
23390,ORD0023390,P00032,4,133.56,0,64.11,14.97,613.32
23391,ORD0023391,P00045,4,559.64,0.1,161.18,1.95,2177.83
23392,ORD0023392,P00006,1,40.32,0,4.84,2.14,47.3
23393,ORD0023393,P00024,4,267.9,0,53.58,2.7,1127.88
23394,ORD0023394,P00011,2,280,0,44.8,3.97,608.77
23395,ORD0023395,P00012,3,192.28,0.25,0,6.89,439.52
23396,ORD0023396,P00004,2,173.51,0,27.76,5.22,380
23397,ORD0023397,P00016,5,434.74,0.05,371.7,4.77,2441.48
23398,ORD0023398,P00029,5,524.91,0.05,299.2,10.06,2802.58
23399,ORD0023399,P00015,4,164.53,0,32.91,14.22,705.25
23400,ORD0023400,P00034,2,346.67,0.05,32.93,8.55,700.15
23401,ORD0023401,P00035,5,100.88,0,0,1.43,505.83
23402,ORD0023402,P00024,2,22.73,0,5.46,7.01,57.93
23403,ORD0023403,P00026,3,38.15,0.1,0,12.98,115.98
23404,ORD0023404,P00026,3,307.32,0.05,105.1,5.41,986.37
23405,ORD0023405,P00029,4,208.99,0.05,95.3,12.98,902.44
23406,ORD0023406,P00038,2,516.77,0.3,36.17,6.49,766.14
23407,ORD0023407,P00028,1,233.73,0,0,10.54,244.27
23408,ORD0023408,P00004,3,359.57,0.1,48.54,4.39,1023.77
23409,ORD0023409,P00006,1,103.08,0.05,0,1.27,99.2
23410,ORD0023410,P00016,1,194.87,0.05,14.81,11.16,211.1
23411,ORD0023411,P00004,4,239.98,0.05,109.43,2.17,1023.52
23412,ORD0023412,P00015,2,346.31,0.05,78.96,6.22,743.17
23413,ORD0023413,P00033,1,287.39,0.1,12.93,12.55,284.13
23414,ORD0023414,P00013,3,148.27,0.15,30.25,14.62,422.96
23415,ORD0023415,P00012,4,59.3,0,11.86,14.86,263.92
23416,ORD0023416,P00025,3,385.15,0.15,78.57,8.09,1068.79
23417,ORD0023417,P00010,3,523.21,0,125.57,5.22,1700.42
23418,ORD0023418,P00007,5,157.35,0,39.34,1.74,827.83
23419,ORD0023419,P00040,2,19.37,0.05,0,1.8,38.6
23420,ORD0023420,P00005,1,289.75,0,23.18,0.59,313.52
23421,ORD0023421,P00017,3,149.66,0,22.45,4.43,475.86
23422,ORD0023422,P00044,3,322.34,0.05,110.24,0.89,1029.8
23423,ORD0023423,P00030,4,130.02,0,26,6.8,552.88
23424,ORD0023424,P00027,2,391.77,0,62.68,2.88,849.1
23425,ORD0023425,P00019,5,585.03,0,351.02,7.1,3283.27
23426,ORD0023426,P00021,2,395.72,0.05,37.59,6.24,795.7
23427,ORD0023427,P00005,2,188.03,0.1,16.92,9.17,364.54
23428,ORD0023428,P00027,5,529.42,0.05,301.77,8.54,2825.06
23429,ORD0023429,P00008,5,505.26,0,202.1,6.51,2734.91
23430,ORD0023430,P00044,3,256.83,0,38.52,8.77,817.78
23431,ORD0023431,P00048,2,513.34,0,51.33,1.55,1079.56
23432,ORD0023432,P00013,4,346,0.1,99.65,0.44,1345.69
23433,ORD0023433,P00011,3,357.29,0.05,122.19,3.2,1143.67
23434,ORD0023434,P00037,5,267.36,0.15,90.9,11.81,1238.99
23435,ORD0023435,P00041,1,513.67,0,25.68,4.79,544.14
23436,ORD0023436,P00004,3,360.56,0,86.53,13.14,1181.35
23437,ORD0023437,P00026,2,51.04,0,5.1,13.39,120.57
23438,ORD0023438,P00010,5,299.46,0.05,113.79,10.38,1546.6
23439,ORD0023439,P00021,3,272.1,0.05,38.77,6.33,820.58
23440,ORD0023440,P00020,3,462.44,0.15,0,7.09,1186.31
23441,ORD0023441,P00047,1,590.68,0,47.25,14.07,652
23442,ORD0023442,P00002,3,251.33,0.05,35.81,11.04,763.14
23443,ORD0023443,P00008,5,362.94,0,0,14.51,1829.21
23444,ORD0023444,P00007,4,471.67,0.05,215.08,7.36,2014.79
23445,ORD0023445,P00004,2,491.53,0.05,74.71,9.19,1017.81
23446,ORD0023446,P00001,2,304.62,0.05,104.18,10.68,693.64
23447,ORD0023447,P00047,2,324.62,0.15,66.22,10.45,628.52
23448,ORD0023448,P00002,3,147.39,0.1,71.63,14.55,484.13
23449,ORD0023449,P00012,2,592.9,0.25,71.15,2.54,963.04
23450,ORD0023450,P00010,2,138.73,0,22.2,14.57,314.23
23451,ORD0023451,P00026,1,182.49,0.15,7.76,1.05,163.93
23452,ORD0023452,P00025,5,240.31,0.2,76.9,12.4,1050.54
23453,ORD0023453,P00006,3,211.4,0.2,40.59,4.58,552.53
23454,ORD0023454,P00048,5,345.76,0.15,73.47,14.13,1557.08
23455,ORD0023455,P00035,4,562.43,0,179.98,14.67,2444.37
23456,ORD0023456,P00039,1,44.04,0.25,1.65,2.72,37.4
23457,ORD0023457,P00020,4,219.47,0,43.89,4.03,925.8
23458,ORD0023458,P00018,1,277.34,0,49.92,6.39,333.65
23459,ORD0023459,P00003,4,251.62,0,50.32,3.85,1060.65
23460,ORD0023460,P00014,1,111.71,0,5.59,9.09,126.39
23461,ORD0023461,P00048,3,597.17,0,322.47,1.84,2115.82
23462,ORD0023462,P00041,2,174.29,0.15,23.7,5.88,325.87
23463,ORD0023463,P00012,2,495.87,0.05,75.37,11.6,1029.12
23464,ORD0023464,P00007,2,200.76,0,48.18,11.51,461.21
23465,ORD0023465,P00020,1,12.15,0,0,0.63,12.78
23466,ORD0023466,P00032,2,95.11,0,9.51,10.01,209.74
23467,ORD0023467,P00020,4,296.53,0.1,85.4,1.05,1153.96
23468,ORD0023468,P00023,3,312.43,0.1,151.84,10.46,1005.86
23469,ORD0023469,P00019,3,135.45,0,20.32,12.99,439.66
23470,ORD0023470,P00024,4,151.9,0.05,69.27,12.12,658.61
23471,ORD0023471,P00026,5,455.87,0.05,173.23,12.5,2351.11
23472,ORD0023472,P00014,4,237.86,0.05,0,1.73,905.6
23473,ORD0023473,P00029,2,569.6,0.05,0,2.49,1084.73
23474,ORD0023474,P00015,1,303.19,0,24.26,10.53,337.98
23475,ORD0023475,P00001,1,226.79,0.2,14.51,14.37,210.31
23476,ORD0023476,P00045,1,263.83,0.05,45.11,9.07,304.82
23477,ORD0023477,P00014,3,518.71,0,280.1,4.6,1840.83
23478,ORD0023478,P00006,1,62.93,0.05,7.17,11.56,78.51
23479,ORD0023479,P00025,2,370.42,0,59.27,2.21,802.32
23480,ORD0023480,P00016,3,348.51,0.15,71.1,3.2,963
23481,ORD0023481,P00031,3,537.73,0.05,76.63,0.61,1609.77
23482,ORD0023482,P00026,5,265.32,0,159.19,12.68,1498.47
23483,ORD0023483,P00026,3,472.54,0.1,102.07,4.81,1382.74
23484,ORD0023484,P00012,2,442.48,0.1,39.82,10.12,846.4
23485,ORD0023485,P00050,2,416.08,0,0,10.86,843.02
23486,ORD0023486,P00046,4,254.72,0.25,38.21,0.83,803.2
23487,ORD0023487,P00046,3,582.09,0.2,69.85,5.08,1471.95
23488,ORD0023488,P00042,3,332.81,0.05,113.82,2.89,1065.22
23489,ORD0023489,P00035,2,36.78,0.15,0,3.84,66.37
23490,ORD0023490,P00002,3,291.95,0,157.65,14.07,1047.57
23491,ORD0023491,P00012,1,346.26,0,27.7,7.66,381.62
23492,ORD0023492,P00048,5,295.36,0,118.14,2.72,1597.66
23493,ORD0023493,P00003,3,490.15,0.1,0,9.35,1332.76
23494,ORD0023494,P00026,1,89.05,0.05,4.23,14.91,103.74
23495,ORD0023495,P00023,4,444.87,0.05,135.24,8.73,1834.48
23496,ORD0023496,P00032,4,37.43,0.1,0,2.29,137.04
23497,ORD0023497,P00041,4,498.11,0.1,0,5.32,1798.52
23498,ORD0023498,P00046,5,125.75,0.25,84.88,0.59,557.03
23499,ORD0023499,P00008,3,216.71,0.05,74.11,6.56,698.29
23500,ORD0023500,P00038,3,565.02,0.05,128.82,10.09,1749.22
23501,ORD0023501,P00026,2,352.97,0,56.48,1.57,763.99
23502,ORD0023502,P00048,1,166.22,0.3,9.31,5.62,131.28
23503,ORD0023503,P00050,1,224.9,0,17.99,8.71,251.6
23504,ORD0023504,P00020,5,478.53,0.05,0,0.36,2273.38
23505,ORD0023505,P00050,1,150.95,0.05,0,13.33,156.73
23506,ORD0023506,P00011,4,290.96,0,93.11,5.89,1262.84
23507,ORD0023507,P00020,2,221.35,0,22.14,6.04,470.88
23508,ORD0023508,P00047,2,216.45,0.15,29.44,0.95,398.35
23509,ORD0023509,P00023,5,147.72,0.15,31.39,8.63,667.83
23510,ORD0023510,P00003,2,53.9,0,5.39,7.09,120.28
23511,ORD0023511,P00012,1,130.57,0.15,5.55,8.19,124.72
23512,ORD0023512,P00004,5,216.53,0.05,51.43,6.58,1086.53
23513,ORD0023513,P00041,1,64.36,0.05,7.34,6.27,74.75
23514,ORD0023514,P00004,1,599.93,0.15,40.8,10.33,561.07
23515,ORD0023515,P00050,2,202.63,0,48.63,3.16,457.05
23516,ORD0023516,P00043,2,202.3,0,20.23,6.5,431.33
23517,ORD0023517,P00035,4,541.49,0.15,220.93,11.47,2073.47
23518,ORD0023518,P00036,4,99.89,0.05,18.98,9.32,407.88
23519,ORD0023519,P00035,1,59.72,0.05,2.84,1.16,60.73
23520,ORD0023520,P00039,5,201.5,0,50.38,14.78,1072.66
23521,ORD0023521,P00007,3,534.7,0.05,0,0.22,1524.12
23522,ORD0023522,P00038,3,239.71,0.05,81.98,4.83,769.98
23523,ORD0023523,P00021,3,321.29,0.1,0,9.12,876.6
23524,ORD0023524,P00017,2,596.92,0,214.89,8.28,1417.01
23525,ORD0023525,P00050,1,229.65,0.05,17.45,0.5,236.12
23526,ORD0023526,P00029,5,477.47,0.05,181.44,11.58,2461
23527,ORD0023527,P00010,2,413.43,0,66.15,13.1,906.11
23528,ORD0023528,P00034,3,552.29,0.15,0,9.18,1417.52
23529,ORD0023529,P00029,2,310.43,0.2,39.74,4.13,540.56
23530,ORD0023530,P00016,2,494.9,0,118.78,8.77,1117.35
23531,ORD0023531,P00023,5,218.83,0.1,49.24,2.98,1036.96
23532,ORD0023532,P00048,5,357.1,0,142.84,13.6,1941.94
23533,ORD0023533,P00019,3,31.41,0.05,4.48,0.29,94.29
23534,ORD0023534,P00009,5,277.32,0.2,55.46,0.06,1164.8
23535,ORD0023535,P00047,1,278.04,0,0,7.38,285.42
23536,ORD0023536,P00047,4,524.45,0.05,0,7.56,2000.47
23537,ORD0023537,P00012,2,98.99,0.25,11.88,7.07,167.43
23538,ORD0023538,P00017,1,53.19,0.15,2.26,10.5,57.97
23539,ORD0023539,P00045,1,281.68,0.05,21.41,4.36,293.37
23540,ORD0023540,P00022,5,71.76,0.1,16.15,7.08,346.15
23541,ORD0023541,P00029,2,597.02,0,143.28,6.37,1343.69
23542,ORD0023542,P00033,4,350.21,0,70.04,12.27,1483.15
23543,ORD0023543,P00046,4,91.1,0,43.73,10.24,418.37
23544,ORD0023544,P00026,2,571.86,0,205.87,9.09,1358.68
23545,ORD0023545,P00025,4,140.19,0.05,95.89,0.2,628.81
23546,ORD0023546,P00006,2,209.76,0,33.56,1.64,454.72
23547,ORD0023547,P00019,1,487.21,0.05,55.54,3.07,521.46
23548,ORD0023548,P00007,3,459.86,0.05,235.91,14.78,1561.29
23549,ORD0023549,P00029,3,186.13,0.1,40.2,11.28,554.03
23550,ORD0023550,P00048,3,39.93,0.05,13.66,11.06,138.52
23551,ORD0023551,P00037,5,500.87,0.25,150.26,11.06,2039.58
23552,ORD0023552,P00036,2,350.36,0.05,53.25,11.41,730.34
23553,ORD0023553,P00020,4,131.5,0.1,85.21,11.3,569.91
23554,ORD0023554,P00028,2,37.2,0,13.39,4.87,92.66
