order_id,order_date,customer_id,seller_id,location_id,paymentmethod_id,orderstatus_id
ORD0015670,9/17/2020,CUST044986,SELL01868,93,2,1
ORD0015671,3/31/2024,CUST009052,SELL00904,29,4,1
ORD0015672,7/20/2023,CUST003629,SELL01225,19,4,1
ORD0015673,6/8/2020,CUST043123,SELL00357,9,6,1
ORD0015674,5/19/2022,CUST049288,SELL00132,6,4,4
ORD0015675,1/31/2022,CUST032111,SELL00264,10,1,1
ORD0015676,8/11/2020,CUST047125,SELL00810,36,2,1
ORD0015677,7/3/2023,CUST045586,SELL00906,61,1,3
ORD0015678,6/28/2020,CUST049514,SELL00536,25,4,5
ORD0015679,1/20/2020,CUST003343,SELL01364,13,4,1
ORD0015680,7/5/2024,CUST002954,SELL01989,77,2,1
ORD0015681,9/23/2021,CUST024795,SELL00972,16,5,1
ORD0015682,9/25/2024,CUST026943,SELL00230,3,1,1
ORD0015683,1/31/2024,CUST022994,SELL00810,18,5,1
ORD0015684,7/4/2024,CUST028793,SELL00130,87,1,1
ORD0015685,5/18/2023,CUST016446,SELL01713,21,5,1
ORD0015686,3/16/2024,CUST002022,SELL01824,36,1,1
ORD0015687,2/27/2020,CUST001006,SELL00896,23,4,5
ORD0015688,1/21/2023,CUST036276,SELL00356,27,2,4
ORD0015689,5/29/2023,CUST013187,SELL00267,15,5,1
ORD0015690,12/23/2021,CUST040065,SELL01773,36,4,1
ORD0015691,6/9/2023,CUST029942,SELL01988,73,5,5
ORD0015692,12/2/2024,CUST026634,SELL00026,37,1,1
ORD0015693,10/19/2023,CUST049969,SELL01626,30,4,1
ORD0015694,9/6/2021,CUST000577,SELL01175,63,3,1
ORD0015695,7/15/2021,CUST011248,SELL01538,61,5,4
ORD0015696,1/8/2021,CUST039671,SELL01854,62,2,1
ORD0015697,9/13/2021,CUST015777,SELL01906,21,1,1
ORD0015698,1/19/2024,CUST024925,SELL01073,23,4,1
ORD0015699,3/28/2020,CUST027043,SELL01725,3,2,1
ORD0015700,11/9/2022,CUST025779,SELL00373,13,4,1
ORD0015701,10/10/2022,CUST020534,SELL01936,49,6,2
ORD0015702,1/14/2020,CUST016703,SELL01762,36,5,3
ORD0015703,5/12/2020,CUST029742,SELL00643,13,1,3
ORD0015704,11/23/2022,CUST004526,SELL01620,23,4,4
ORD0015705,6/10/2022,CUST027001,SELL00046,70,4,4
ORD0015706,5/16/2023,CUST040114,SELL00672,23,2,4
ORD0015707,5/7/2023,CUST043527,SELL00983,61,4,1
ORD0015708,8/14/2021,CUST040532,SELL00665,77,1,4
ORD0015709,8/5/2021,CUST039403,SELL01204,34,4,4
ORD0015710,3/24/2023,CUST018134,SELL00975,75,1,2
ORD0015711,6/1/2024,CUST029930,SELL01208,4,2,1
ORD0015712,1/6/2023,CUST002060,SELL00265,25,6,1
ORD0015713,4/10/2023,CUST014886,SELL01417,21,4,1
ORD0015714,10/15/2020,CUST043871,SELL01224,78,2,3
ORD0015715,4/17/2024,CUST016365,SELL01641,23,4,1
ORD0015716,12/16/2024,CUST024213,SELL00818,10,5,3
ORD0015717,10/9/2022,CUST028055,SELL01303,17,2,1
ORD0015718,5/28/2022,CUST031199,SELL00690,77,4,5
ORD0015719,12/14/2023,CUST011180,SELL01178,66,1,1
ORD0015720,1/7/2020,CUST020140,SELL01628,62,1,1
ORD0015721,3/29/2023,CUST021470,SELL01223,30,5,1
ORD0015722,8/27/2020,CUST022742,SELL00997,21,2,1
ORD0015723,12/17/2023,CUST010989,SELL00178,6,4,4
ORD0015724,6/19/2021,CUST025621,SELL00241,17,5,1
ORD0015725,10/15/2024,CUST021353,SELL01418,73,1,1
ORD0015726,3/10/2020,CUST032604,SELL00846,80,4,1
ORD0015727,8/3/2020,CUST049895,SELL00745,98,4,4
ORD0015728,2/1/2023,CUST000445,SELL00669,9,4,1
ORD0015729,10/16/2024,CUST004816,SELL01143,3,2,1
ORD0015730,12/13/2022,CUST035027,SELL00560,62,4,1
ORD0015731,3/16/2022,CUST031384,SELL00009,9,2,1
ORD0015732,11/25/2020,CUST008299,SELL01936,10,2,1
ORD0015733,4/27/2022,CUST025247,SELL01462,33,4,1
ORD0015734,5/11/2023,CUST006661,SELL01420,15,2,1
ORD0015735,8/4/2023,CUST003537,SELL00855,88,4,1
ORD0015736,2/14/2020,CUST019137,SELL00946,67,3,3
ORD0015737,4/8/2022,CUST009893,SELL00976,77,5,1
ORD0015738,7/16/2020,CUST031008,SELL01018,45,4,1
ORD0015739,5/24/2023,CUST016066,SELL01307,2,4,1
ORD0015740,2/13/2024,CUST028450,SELL00292,23,1,1
ORD0015741,8/25/2023,CUST021533,SELL00903,23,5,1
ORD0015742,6/14/2022,CUST019574,SELL01093,45,1,1
ORD0015743,12/29/2023,CUST004229,SELL00374,86,1,1
ORD0015744,11/27/2020,CUST032926,SELL00568,19,4,1
ORD0015745,11/26/2021,CUST011437,SELL00173,6,4,4
ORD0015746,1/27/2020,CUST024210,SELL01512,10,4,4
ORD0015747,4/4/2023,CUST026958,SELL01608,16,5,1
ORD0015748,11/13/2020,CUST040357,SELL01650,3,4,1
ORD0015749,7/21/2023,CUST005380,SELL01532,2,4,1
ORD0015750,11/7/2023,CUST049110,SELL00252,4,1,1
ORD0015751,12/30/2020,CUST019313,SELL01638,15,1,4
ORD0015752,1/31/2023,CUST013870,SELL01508,21,4,1
ORD0015753,8/17/2022,CUST028540,SELL00155,21,4,1
ORD0015754,3/6/2024,CUST048003,SELL01997,3,4,1
ORD0015755,1/7/2021,CUST014133,SELL01119,23,1,1
ORD0015756,6/27/2024,CUST040600,SELL00890,29,2,1
ORD0015757,9/1/2020,CUST039778,SELL01760,16,1,4
ORD0015758,4/7/2023,CUST016520,SELL01201,19,1,4
ORD0015759,7/9/2024,CUST020696,SELL00475,18,4,1
ORD0015760,8/3/2024,CUST006608,SELL00260,4,5,1
ORD0015761,12/12/2023,CUST038534,SELL01876,71,1,1
ORD0015762,10/11/2023,CUST031968,SELL01390,39,4,1
ORD0015763,4/22/2021,CUST030439,SELL01008,3,5,1
ORD0015764,5/4/2020,CUST042838,SELL01279,19,1,2
ORD0015765,6/20/2021,CUST007663,SELL01711,59,4,3
ORD0015766,12/6/2021,CUST048841,SELL00605,6,1,1
ORD0015767,6/23/2024,CUST033810,SELL00051,30,1,1
ORD0015768,11/26/2023,CUST005324,SELL00525,7,4,1
ORD0015769,3/20/2024,CUST043355,SELL00097,30,4,1
ORD0015770,6/14/2021,CUST028780,SELL01994,19,6,1
ORD0015771,9/1/2024,CUST027047,SELL00101,23,4,1
ORD0015772,2/24/2022,CUST034671,SELL01465,36,4,1
ORD0015773,9/10/2020,CUST001537,SELL01917,10,2,1
ORD0015774,4/30/2020,CUST043023,SELL00979,14,4,1
ORD0015775,11/21/2022,CUST048782,SELL00243,29,4,1
ORD0015776,10/22/2021,CUST020045,SELL00517,30,4,1
ORD0015777,12/6/2024,CUST028783,SELL01023,7,3,1
ORD0015778,11/26/2022,CUST008309,SELL00383,6,1,5
ORD0015779,9/8/2024,CUST044914,SELL00454,25,1,1
ORD0015780,9/27/2023,CUST019524,SELL01500,17,4,4
ORD0015781,11/2/2022,CUST022312,SELL00001,30,2,1
ORD0015782,4/21/2023,CUST040851,SELL01291,36,2,1
ORD0015783,8/7/2024,CUST009707,SELL00642,7,2,1
ORD0015784,7/12/2023,CUST031336,SELL00776,17,4,1
ORD0015785,3/28/2020,CUST012415,SELL00953,23,4,1
ORD0015786,1/25/2024,CUST048714,SELL00209,17,5,1
ORD0015787,2/15/2020,CUST042109,SELL00495,13,4,4
ORD0015788,11/16/2023,CUST028930,SELL00844,20,4,4
ORD0015789,2/16/2023,CUST043359,SELL01858,6,5,1
ORD0015790,7/21/2022,CUST017196,SELL01826,6,3,4
ORD0015791,4/3/2024,CUST011513,SELL01188,36,1,4
ORD0015792,1/10/2024,CUST005638,SELL00330,21,2,1
ORD0015793,10/21/2024,CUST011307,SELL01587,23,4,1
ORD0015794,1/14/2022,CUST036605,SELL00798,2,1,1
ORD0015795,6/17/2024,CUST034195,SELL00803,67,2,1
ORD0015796,8/24/2022,CUST047250,SELL00332,29,4,1
ORD0015797,2/1/2022,CUST040222,SELL01456,18,4,3
ORD0015798,1/31/2022,CUST032967,SELL00888,25,4,2
ORD0015799,3/4/2022,CUST032145,SELL00131,14,5,1
ORD0015800,1/13/2022,CUST028277,SELL01880,36,2,3
ORD0015801,12/5/2022,CUST002229,SELL01818,16,1,1
ORD0015802,3/11/2024,CUST008132,SELL01563,68,1,1
ORD0015803,7/11/2021,CUST020611,SELL00549,69,4,1
ORD0015804,6/9/2021,CUST017151,SELL00470,9,3,1
ORD0015805,8/19/2021,CUST017817,SELL01259,30,1,4
ORD0015806,4/19/2022,CUST032932,SELL01922,23,2,4
ORD0015807,1/3/2020,CUST043342,SELL01916,36,6,1
ORD0015808,11/17/2022,CUST029847,SELL01589,9,2,3
ORD0015809,11/5/2023,CUST035577,SELL00794,20,5,1
ORD0015810,6/5/2020,CUST042674,SELL00564,19,6,1
ORD0015811,5/4/2022,CUST018546,SELL00321,98,5,1
ORD0015812,5/25/2021,CUST003676,SELL00867,10,1,4
ORD0015813,9/18/2023,CUST025548,SELL00023,16,4,1
ORD0015814,11/17/2021,CUST001992,SELL00973,19,5,1
ORD0015815,2/11/2023,CUST042654,SELL00269,72,4,1
ORD0015816,11/13/2023,CUST033596,SELL00698,30,2,1
ORD0015817,2/19/2024,CUST039273,SELL00232,61,1,1
ORD0015818,6/27/2023,CUST026813,SELL01030,83,2,4
ORD0015819,7/24/2021,CUST049382,SELL00625,70,4,1
ORD0015820,12/15/2021,CUST047854,SELL01892,6,2,1
ORD0015821,8/31/2023,CUST017158,SELL00552,30,6,1
ORD0015822,8/26/2020,CUST041477,SELL00760,16,1,1
ORD0015823,6/11/2023,CUST016131,SELL00666,25,2,1
ORD0015824,10/29/2020,CUST020554,SELL00958,15,2,4
ORD0015825,8/29/2021,CUST035870,SELL01523,53,5,3
ORD0015826,9/17/2022,CUST043344,SELL00851,57,2,1
ORD0015827,8/3/2024,CUST019723,SELL00443,6,4,1
ORD0015828,11/29/2020,CUST039555,SELL01268,19,4,1
ORD0015829,4/22/2020,CUST012303,SELL01176,72,1,1
ORD0015830,7/2/2024,CUST009782,SELL00095,18,5,1
ORD0015831,12/27/2020,CUST020097,SELL01519,63,2,1
ORD0015832,3/11/2022,CUST009229,SELL00694,23,4,1
ORD0015833,4/6/2020,CUST042296,SELL01944,21,4,1
ORD0015834,1/16/2020,CUST028583,SELL01215,14,6,2
ORD0015835,7/9/2021,CUST036710,SELL01594,30,2,1
ORD0015836,1/10/2021,CUST011331,SELL00768,21,3,1
ORD0015837,1/11/2022,CUST020382,SELL01384,6,6,1
ORD0015838,1/24/2021,CUST038508,SELL00544,18,5,1
ORD0015839,9/11/2021,CUST006569,SELL01267,6,4,1
ORD0015840,5/25/2023,CUST044122,SELL00839,21,2,1
ORD0015841,11/23/2023,CUST045451,SELL00956,17,3,4
ORD0015842,7/7/2023,CUST034380,SELL00527,46,1,1
ORD0015843,4/3/2022,CUST008144,SELL01014,15,1,1
ORD0015844,11/15/2020,CUST023158,SELL01227,23,2,1
ORD0015845,7/14/2020,CUST038486,SELL00797,61,5,1
ORD0015846,2/10/2024,CUST045846,SELL00107,47,2,3
ORD0015847,2/21/2021,CUST029350,SELL00165,30,4,1
ORD0015848,2/7/2024,CUST037388,SELL01821,45,3,1
ORD0015849,8/29/2021,CUST002866,SELL00004,49,4,1
ORD0015850,7/21/2021,CUST042257,SELL00392,17,2,1
ORD0015851,6/27/2021,CUST038120,SELL01351,90,1,1
ORD0015852,8/18/2020,CUST018080,SELL00530,2,5,1
ORD0015853,6/2/2022,CUST038821,SELL00215,85,3,1
ORD0015854,6/4/2021,CUST025283,SELL00994,34,6,1
ORD0015855,12/3/2021,CUST018201,SELL01869,1,4,5
ORD0015856,5/8/2023,CUST007251,SELL01175,30,1,1
ORD0015857,4/25/2022,CUST016229,SELL00848,10,6,1
ORD0015858,11/3/2021,CUST032370,SELL01807,6,5,1
ORD0015859,6/10/2024,CUST027750,SELL00941,17,4,1
ORD0015860,1/21/2020,CUST014441,SELL00412,2,4,1
ORD0015861,8/27/2023,CUST043825,SELL01450,29,2,5
ORD0015862,8/10/2021,CUST042027,SELL01160,41,6,1
ORD0015863,6/16/2022,CUST044271,SELL01673,3,1,3
ORD0015864,8/3/2024,CUST047379,SELL01685,30,1,3
ORD0015865,7/19/2024,CUST047952,SELL00237,6,4,4
ORD0015866,11/21/2024,CUST012385,SELL00759,29,3,1
ORD0015867,6/7/2024,CUST003381,SELL00870,10,2,3
ORD0015868,12/28/2023,CUST041189,SELL00065,9,4,1
ORD0015869,1/5/2021,CUST010772,SELL01478,15,5,1
ORD0015870,5/2/2024,CUST027456,SELL01378,23,4,1
ORD0015871,3/18/2020,CUST008624,SELL01674,21,1,1
ORD0015872,4/14/2024,CUST017320,SELL01424,52,4,1
ORD0015873,8/1/2023,CUST002046,SELL01281,27,1,5
ORD0015874,10/9/2021,CUST018200,SELL00333,3,5,5
ORD0015875,5/19/2020,CUST033606,SELL00234,33,5,1
ORD0015876,7/6/2021,CUST033676,SELL00005,36,6,1
ORD0015877,9/24/2022,CUST037504,SELL01094,18,1,4
ORD0015878,10/8/2020,CUST005892,SELL01721,3,4,1
ORD0015879,5/4/2024,CUST008816,SELL00602,25,4,1
ORD0015880,7/5/2023,CUST028621,SELL00988,37,1,1
ORD0015881,10/15/2023,CUST013295,SELL01835,92,5,1
ORD0015882,3/15/2021,CUST046485,SELL00632,19,4,1
ORD0015883,9/26/2020,CUST026309,SELL00222,13,4,4
ORD0015884,3/3/2023,CUST017805,SELL01387,23,4,1
ORD0015885,1/15/2022,CUST008556,SELL01932,45,4,1
ORD0015886,7/21/2024,CUST023645,SELL00605,15,5,1
ORD0015887,4/13/2020,CUST032407,SELL00765,3,1,1
ORD0015888,2/4/2022,CUST029002,SELL00648,3,6,1
ORD0015889,4/4/2020,CUST038356,SELL01505,21,1,1
ORD0015890,12/29/2021,CUST033113,SELL01158,51,4,1
ORD0015891,5/15/2024,CUST017060,SELL01876,2,4,1
ORD0015892,4/24/2021,CUST040458,SELL00416,21,2,1
ORD0015893,2/18/2022,CUST006706,SELL00242,68,1,1
ORD0015894,6/18/2023,CUST011029,SELL00571,23,2,1
ORD0015895,1/13/2020,CUST036950,SELL01372,40,4,1
ORD0015896,3/16/2023,CUST030209,SELL01524,47,1,1
ORD0015897,11/10/2024,CUST030773,SELL01668,59,6,1
ORD0015898,8/23/2021,CUST040341,SELL00802,16,2,1
ORD0015899,4/4/2020,CUST021617,SELL00557,36,5,4
ORD0015900,10/19/2020,CUST017824,SELL01960,14,5,1
ORD0015901,1/25/2020,CUST024590,SELL00153,21,4,1
ORD0015902,7/19/2023,CUST028455,SELL00329,68,5,1
ORD0015903,3/8/2024,CUST044670,SELL01177,36,2,1
ORD0015904,4/4/2023,CUST017706,SELL00117,10,4,1
ORD0015905,7/27/2022,CUST043801,SELL00348,17,4,1
ORD0015906,1/31/2022,CUST023965,SELL01131,13,3,4
ORD0015907,1/15/2023,CUST037629,SELL00584,23,5,4
ORD0015908,10/15/2021,CUST005408,SELL01095,6,4,2
ORD0015909,7/27/2024,CUST000011,SELL01367,13,1,1
ORD0015910,9/11/2022,CUST020636,SELL01500,45,4,1
ORD0015911,12/19/2024,CUST001792,SELL01533,15,1,1
ORD0015912,9/29/2021,CUST041699,SELL00088,5,6,1
ORD0015913,5/5/2021,CUST020532,SELL00172,17,4,1
ORD0015914,3/10/2023,CUST024233,SELL01279,54,2,1
ORD0015915,1/31/2023,CUST021683,SELL01566,44,3,1
ORD0015916,6/3/2023,CUST042631,SELL01899,29,4,2
ORD0015917,7/28/2021,CUST015265,SELL01014,15,1,1
ORD0015918,10/20/2020,CUST009179,SELL00125,19,5,1
ORD0015919,6/14/2022,CUST038969,SELL00550,6,1,4
ORD0015920,8/22/2023,CUST023510,SELL00846,23,2,1
ORD0015921,7/1/2023,CUST024587,SELL01156,15,1,4
ORD0015922,4/18/2023,CUST048966,SELL01373,30,4,1
ORD0015923,2/9/2020,CUST017884,SELL00501,18,1,1
ORD0015924,2/14/2022,CUST013673,SELL00625,23,4,1
ORD0015925,9/20/2024,CUST021201,SELL01030,23,4,4
ORD0015926,6/3/2021,CUST019251,SELL00461,10,4,1
ORD0015927,6/27/2024,CUST045794,SELL00360,14,2,1
ORD0015928,10/26/2024,CUST014853,SELL00439,45,1,1
ORD0015929,6/29/2021,CUST021298,SELL01351,2,1,1
ORD0015930,8/23/2020,CUST041216,SELL00797,14,1,1
ORD0015931,4/7/2021,CUST003244,SELL01767,30,4,3
ORD0015932,6/5/2023,CUST016248,SELL00857,16,6,4
ORD0015933,9/19/2024,CUST008719,SELL00638,37,6,1
ORD0015934,4/27/2021,CUST024066,SELL00414,13,6,1
ORD0015935,3/5/2021,CUST020150,SELL00315,1,4,4
ORD0015936,11/11/2022,CUST045438,SELL01622,16,5,1
ORD0015937,12/8/2020,CUST014377,SELL01007,89,4,1
ORD0015938,11/29/2022,CUST028975,SELL01104,2,4,1
ORD0015939,4/11/2023,CUST000341,SELL00660,59,5,4
ORD0015940,1/2/2024,CUST026365,SELL01781,34,3,5
ORD0015941,4/17/2023,CUST027101,SELL01193,30,5,1
ORD0015942,6/9/2024,CUST040570,SELL01414,29,6,1
ORD0015943,5/12/2020,CUST039779,SELL00031,18,3,1
ORD0015944,12/16/2020,CUST011174,SELL00126,21,6,1
ORD0015945,3/28/2024,CUST042522,SELL00793,66,4,1
ORD0015946,4/12/2024,CUST028180,SELL01790,40,1,1
ORD0015947,5/20/2021,CUST002880,SELL00977,19,4,1
ORD0015948,3/24/2020,CUST049707,SELL00715,6,5,1
ORD0015949,9/19/2022,CUST035496,SELL01984,9,1,1
ORD0015950,1/27/2024,CUST047634,SELL00591,21,4,1
ORD0015951,4/9/2022,CUST009110,SELL01387,25,4,4
ORD0015952,5/10/2022,CUST024781,SELL01957,31,4,1
ORD0015953,12/8/2020,CUST000528,SELL01592,17,5,1
ORD0015954,7/27/2023,CUST023001,SELL01694,2,1,1
ORD0015955,5/15/2022,CUST020227,SELL01223,17,4,1
ORD0015956,7/10/2023,CUST031847,SELL01668,51,2,4
ORD0015957,4/4/2023,CUST006241,SELL01750,17,4,1
ORD0015958,10/19/2020,CUST034728,SELL01845,70,4,1
ORD0015959,3/12/2024,CUST007684,SELL00543,36,6,4
ORD0015960,5/22/2024,CUST032427,SELL00593,93,1,1
ORD0015961,6/3/2023,CUST000614,SELL00696,18,3,3
ORD0015962,4/8/2023,CUST030706,SELL01649,3,5,1
ORD0015963,8/20/2021,CUST043828,SELL00342,44,1,1
ORD0015964,10/6/2021,CUST049400,SELL00371,21,2,1
ORD0015965,3/23/2021,CUST010036,SELL01188,38,6,1
ORD0015966,11/20/2021,CUST023157,SELL01740,9,2,1
ORD0015967,9/28/2022,CUST044354,SELL01950,3,1,1
ORD0015968,5/4/2022,CUST007614,SELL00224,6,2,1
ORD0015969,5/16/2021,CUST036435,SELL00147,15,5,1
ORD0015970,2/2/2022,CUST048191,SELL00120,19,1,4
ORD0015971,3/30/2024,CUST033984,SELL01123,18,3,1
ORD0015972,1/4/2022,CUST047826,SELL00259,39,4,1
ORD0015973,11/3/2023,CUST046716,SELL01551,14,6,1
ORD0015974,5/9/2023,CUST027576,SELL00772,6,1,1
ORD0015975,6/30/2024,CUST021515,SELL00594,6,4,5
ORD0015976,9/6/2020,CUST044939,SELL00343,17,2,4
ORD0015977,12/3/2023,CUST004513,SELL01287,40,4,1
ORD0015978,8/23/2021,CUST017400,SELL00803,78,5,1
ORD0015979,5/4/2020,CUST021889,SELL00510,21,4,1
ORD0015980,4/22/2020,CUST000033,SELL01463,16,5,1
ORD0015981,9/7/2022,CUST020557,SELL01930,8,6,1
ORD0015982,3/6/2023,CUST011931,SELL01539,21,4,4
ORD0015983,11/17/2024,CUST021953,SELL00052,10,4,1
ORD0015984,2/28/2024,CUST017258,SELL00275,25,2,1
ORD0015985,8/28/2024,CUST002269,SELL00770,2,4,1
ORD0015986,5/29/2020,CUST038061,SELL01394,10,4,1
ORD0015987,5/24/2022,CUST038998,SELL01153,30,2,4
ORD0015988,12/8/2020,CUST016231,SELL01924,2,4,1
ORD0015989,8/2/2021,CUST014932,SELL00208,22,5,4
ORD0015990,10/22/2024,CUST049452,SELL00624,10,4,1
ORD0015991,2/21/2022,CUST005928,SELL01056,73,6,5
ORD0015992,11/16/2020,CUST043565,SELL01541,13,1,1
ORD0015993,4/1/2022,CUST022146,SELL00927,27,4,1
ORD0015994,6/15/2021,CUST039953,SELL00043,16,5,1
ORD0015995,8/5/2023,CUST024575,SELL01865,9,2,1
ORD0015996,2/21/2024,CUST043512,SELL01827,27,4,1
ORD0015997,5/6/2021,CUST025456,SELL01589,16,2,5
ORD0015998,9/3/2021,CUST013993,SELL00120,2,2,4
ORD0015999,9/8/2020,CUST022960,SELL00298,6,1,1
ORD0016000,1/5/2023,CUST008973,SELL00717,28,5,4
ORD0016001,7/28/2024,CUST025762,SELL00502,69,5,1
ORD0016002,11/16/2023,CUST004919,SELL01781,54,4,1
ORD0016003,12/6/2023,CUST047020,SELL01629,6,3,3
ORD0016004,6/21/2020,CUST010956,SELL01920,17,1,4
ORD0016005,5/24/2022,CUST025446,SELL01920,18,6,3
ORD0016006,7/19/2020,CUST013069,SELL01025,19,4,4
ORD0016007,8/4/2020,CUST014708,SELL01421,23,5,1
ORD0016008,1/10/2021,CUST041817,SELL00756,14,1,5
ORD0016009,10/9/2024,CUST020392,SELL01746,6,5,1
ORD0016010,5/28/2024,CUST005564,SELL00744,73,4,4
ORD0016011,1/11/2020,CUST010735,SELL01335,21,2,5
ORD0016012,12/27/2024,CUST014373,SELL01354,29,4,1
ORD0016013,11/26/2024,CUST010773,SELL01150,34,4,1
ORD0016014,11/1/2022,CUST048629,SELL00259,17,1,1
ORD0016015,6/10/2022,CUST038733,SELL00333,36,4,1
ORD0016016,6/1/2024,CUST025177,SELL00755,13,5,1
ORD0016017,3/10/2021,CUST025808,SELL00628,45,4,1
ORD0016018,9/3/2024,CUST033901,SELL00147,51,6,1
ORD0016019,6/19/2024,CUST019194,SELL01687,41,2,2
ORD0016020,3/28/2022,CUST003772,SELL01918,40,4,1
ORD0016021,10/28/2023,CUST049838,SELL01657,23,3,1
ORD0016022,7/20/2023,CUST018646,SELL01694,25,5,1
ORD0016023,7/19/2022,CUST017068,SELL01865,30,1,1
ORD0016024,11/21/2021,CUST037516,SELL00024,71,4,1
ORD0016025,5/18/2024,CUST027371,SELL00360,17,1,1
ORD0016026,3/12/2024,CUST021824,SELL00202,13,2,3
ORD0016027,3/1/2023,CUST010714,SELL00708,2,2,4
ORD0016028,5/4/2022,CUST024220,SELL01763,3,2,1
ORD0016029,2/22/2022,CUST049079,SELL00188,36,2,4
ORD0016030,11/14/2020,CUST031831,SELL01413,6,5,4
ORD0016031,4/23/2022,CUST006759,SELL01473,59,4,1
ORD0016032,9/12/2021,CUST015966,SELL01589,74,4,1
ORD0016033,2/23/2022,CUST021348,SELL01659,45,1,1
ORD0016034,4/6/2023,CUST004006,SELL00521,8,2,1
ORD0016035,1/31/2021,CUST012686,SELL01953,18,4,1
ORD0016036,4/18/2023,CUST009978,SELL01993,17,3,1
ORD0016037,12/17/2022,CUST039583,SELL00382,63,1,1
ORD0016038,2/12/2024,CUST036940,SELL01097,92,1,4
ORD0016039,6/2/2024,CUST032623,SELL01389,10,6,1
ORD0016040,4/4/2021,CUST042443,SELL00076,5,2,5
ORD0016041,3/1/2020,CUST004484,SELL01854,36,4,1
ORD0016042,1/3/2021,CUST024427,SELL00552,4,4,1
ORD0016043,2/18/2023,CUST008537,SELL01564,67,6,1
ORD0016044,12/19/2021,CUST005484,SELL00044,43,1,1
ORD0016045,6/29/2021,CUST005396,SELL01806,59,5,1
ORD0016046,5/24/2024,CUST031768,SELL01177,19,1,4
ORD0016047,11/6/2022,CUST011090,SELL01958,6,6,1
ORD0016048,5/10/2021,CUST040230,SELL01889,3,2,4
ORD0016049,5/11/2021,CUST006473,SELL01507,2,4,1
ORD0016050,5/19/2021,CUST039921,SELL00486,6,1,1
ORD0016051,4/4/2024,CUST045381,SELL00243,88,4,1
ORD0016052,8/26/2022,CUST047536,SELL00549,2,5,1
ORD0016053,8/31/2023,CUST019501,SELL00382,31,3,2
ORD0016054,12/28/2022,CUST044365,SELL00365,6,5,1
ORD0016055,10/16/2024,CUST015765,SELL00304,23,4,2
ORD0016056,6/9/2020,CUST024393,SELL01901,45,1,4
ORD0016057,6/25/2024,CUST001730,SELL01321,25,4,1
ORD0016058,12/18/2021,CUST036277,SELL00889,2,4,1
ORD0016059,3/14/2023,CUST034672,SELL00867,25,6,1
ORD0016060,5/11/2024,CUST036289,SELL01350,66,5,1
ORD0016061,6/6/2024,CUST026072,SELL00973,29,5,1
ORD0016062,9/19/2022,CUST019490,SELL00093,100,5,1
ORD0016063,11/9/2023,CUST005258,SELL00582,9,4,1
ORD0016064,9/25/2020,CUST041837,SELL00262,44,2,1
ORD0016065,1/17/2024,CUST016769,SELL01925,3,1,1
ORD0016066,11/29/2021,CUST030883,SELL00234,25,6,1
ORD0016067,3/21/2024,CUST014697,SELL00668,44,6,4
ORD0016068,5/14/2022,CUST007671,SELL00337,16,5,5
ORD0016069,12/15/2020,CUST005687,SELL01534,9,2,5
ORD0016070,4/19/2020,CUST047642,SELL00666,61,3,1
ORD0016071,2/15/2024,CUST046660,SELL00651,56,4,1
ORD0016072,2/10/2021,CUST013957,SELL00932,36,4,1
ORD0016073,10/11/2021,CUST027223,SELL00666,19,6,1
ORD0016074,2/20/2020,CUST028130,SELL01921,18,2,1
ORD0016075,11/27/2023,CUST041039,SELL01857,10,4,1
ORD0016076,5/5/2024,CUST000787,SELL00307,3,1,1
ORD0016077,2/8/2024,CUST003371,SELL00312,36,4,1
ORD0016078,1/15/2023,CUST003623,SELL00830,10,4,1
ORD0016079,12/27/2022,CUST049383,SELL01149,58,4,1
ORD0016080,8/18/2021,CUST037275,SELL00419,36,2,1
ORD0016081,9/5/2022,CUST020886,SELL00270,42,4,1
ORD0016082,12/1/2022,CUST021297,SELL01171,74,4,1
ORD0016083,12/31/2021,CUST038202,SELL01594,7,1,1
ORD0016084,2/26/2020,CUST007786,SELL00619,3,5,1
ORD0016085,1/7/2022,CUST005903,SELL01238,29,4,1
ORD0016086,7/14/2020,CUST040224,SELL01200,3,1,1
ORD0016087,11/18/2024,CUST019807,SELL00248,23,4,3
ORD0016088,8/28/2024,CUST030196,SELL01010,15,6,1
ORD0016089,12/21/2022,CUST016440,SELL01584,3,6,1
ORD0016090,7/10/2023,CUST011367,SELL00218,42,4,1
ORD0016091,4/21/2020,CUST022481,SELL00327,6,2,1
ORD0016092,2/3/2022,CUST037940,SELL00038,13,4,1
ORD0016093,12/11/2021,CUST013301,SELL01539,17,4,1
ORD0016094,4/16/2023,CUST019405,SELL01402,37,1,2
ORD0016095,8/5/2022,CUST035536,SELL00636,67,4,3
ORD0016096,1/26/2020,CUST041244,SELL01320,9,4,1
ORD0016097,2/13/2021,CUST013282,SELL01450,25,1,3
ORD0016098,1/27/2022,CUST029792,SELL01946,25,2,1
ORD0016099,6/14/2021,CUST022264,SELL00700,19,2,4
ORD0016100,12/5/2024,CUST001432,SELL01486,14,6,4
ORD0016101,9/2/2023,CUST046757,SELL01152,16,1,1
ORD0016102,4/4/2024,CUST010942,SELL01928,76,6,1
ORD0016103,2/3/2023,CUST003756,SELL00013,38,4,1
ORD0016104,1/18/2022,CUST041266,SELL00866,6,4,5
ORD0016105,1/27/2024,CUST039893,SELL00048,74,4,1
